readability,perplexity,lex_diversity,word_count
30.731290322580662,22.905410766601562,0.8970588235294118,68
71.06500000000001,28.117084503173828,0.7894736842105263,57
53.655,134.33648681640625,0.9285714285714286,14
59.633333333333354,51.29304122924805,0.9166666666666666,36
95.68818181818183,20.18085289001465,1.0,13
74.75000000000003,25.130990982055664,0.6721311475409836,61
67.53000000000003,34.33797836303711,0.9090909090909091,33
77.9165549828179,21.695756912231445,0.6372549019607843,102
84.22169811320757,35.49274444580078,0.75,56
97.309185520362,14.491209983825684,0.5664335664335665,143
97.025,234.70663452148438,1.0,5
85.88886363636365,87.75775909423828,1.0,12
87.07842741935485,15.747970581054688,0.640625,64
88.22488636363639,52.94450378417969,0.8235294117647058,34
83.66483146067416,40.77408218383789,0.7634408602150538,93
106.59678571428573,137.22694396972656,1.0,7
85.17197674418605,32.16850280761719,0.6966292134831461,89
82.39000000000001,55.47235870361328,0.875,16
68.35252941176473,13.823208808898926,0.6634615384615384,104
77.4365182648402,11.373971939086914,0.5844155844155844,77
77.81071428571428,13.410037994384766,0.6904761904761905,42
45.64500000000001,435.0451965332031,1.0,7
95.08932065217391,29.435344696044922,0.6338028169014085,71
114.11500000000001,50.469505310058594,1.0,9
86.70500000000001,623.6690063476562,1.0,11
87.515,35.54783248901367,0.868421052631579,38
86.21817307692308,16.0994873046875,0.5970149253731343,67
96.64283783783786,15.383920669555664,0.675,80
57.23363636363638,50.234283447265625,1.0,23
102.045,30.009960174560547,1.0,6
81.51949579831935,19.362756729125977,0.5691056910569106,123
80.48323221757322,20.738229751586914,0.5447154471544715,246
91.1971036585366,11.64808177947998,0.7073170731707317,41
78.87285714285717,46.26483917236328,0.9047619047619048,21
79.24388497652585,27.279659271240234,0.6275862068965518,145
84.13653465346535,10.327547073364258,0.380327868852459,305
34.96588028169015,47.60116958618164,0.7397260273972602,73
86.99017597087378,14.50633716583252,0.5596330275229358,109
82.66578947368423,13.505741119384766,0.4942528735632184,174
80.88003048780489,15.961894989013672,0.7142857142857143,84
73.50256181318683,18.519207000732422,0.5913978494623656,93
65.32386363636365,22.291982650756836,0.6435643564356436,101
80.53316780821919,20.24431037902832,0.5333333333333333,75
74.12918918918922,15.192545890808105,0.5675675675675675,111
50.61300226244347,13.14625072479248,0.4690265486725664,452
34.99403037383178,28.94504165649414,0.6972477064220184,109
61.05700745033113,14.356207847595215,0.4591194968553459,159
69.59659090909092,26.251636505126953,0.7777777777777778,36
85.3100434782609,41.94686508178711,0.82,50
58.765517241379314,20.37395668029785,0.7078651685393258,89
91.43464285714288,40.2432861328125,0.9090909090909091,44
90.66141025641029,17.57341194152832,0.7358490566037735,53
89.1510243902439,23.868383407592773,0.7555555555555555,45
76.8767694805195,15.021312713623047,0.4953271028037383,321
78.24500000000002,88.82275390625,0.9090909090909091,11
63.75887931034484,35.873451232910156,0.7419354838709677,31
85.15520847573481,13.191399574279785,0.5808823529411765,136
78.87285714285717,23.929340362548828,1.0,7
65.96387866394004,21.568815231323242,0.5636363636363636,165
60.70500000000001,28.741640090942383,0.92,25
61.24000000000001,46.40697479248047,0.8125,16
67.79916666666671,41.37507629394531,0.9310344827586207,29
76.91375000000001,30.679698944091797,0.8,65
92.93446969696971,21.505558013916016,0.7719298245614035,57
65.98000000000003,19.80310821533203,0.6470588235294118,85
69.36950980392159,31.30219268798828,0.782608695652174,69
83.74867647058825,21.92806625366211,0.8823529411764706,17
66.67612068965518,43.9523811340332,0.7666666666666667,30
71.14056074766359,20.273435592651367,0.6607142857142857,112
72.58250000000001,13.551584243774414,0.5734265734265734,143
90.31730769230771,15.533738136291504,0.6470588235294118,85
71.76785714285715,23.50657081604004,0.6140350877192983,57
71.67711240310078,22.149065017700195,0.6956521739130435,46
52.567461538461544,4.647010803222656,0.3055555555555556,180
81.62263265306123,18.0233154296875,0.6019417475728155,103
72.83000000000003,51.106529235839844,0.875,16
80.06750000000002,24.719284057617188,0.9,10
54.750869565217414,33.602142333984375,0.7755102040816326,49
49.48400000000001,24.633159637451172,0.92,25
72.9868181818182,41.93070602416992,0.7391304347826086,46
71.12605442176874,20.723955154418945,0.6761904761904762,105
87.94500000000002,168.61834716796875,0.9230769230769231,13
85.88886363636365,47.72791290283203,0.9090909090909091,11
73.72003957423583,11.288257598876953,0.49382716049382713,243
75.04294736842107,24.06355857849121,0.6949152542372882,59
117.04513157894738,43.97101593017578,0.95,20
63.39634615384618,37.336647033691406,0.8461538461538461,39
88.72514705882354,7.639499664306641,0.4444444444444444,36
91.56780701754388,12.717020988464355,0.6829268292682927,41
70.39581521739133,17.25687026977539,0.647887323943662,71
74.56872727272729,16.407915115356445,0.6593406593406593,91
88.63904761904763,47.25869369506836,0.8648648648648649,37
97.2264618644068,37.04734420776367,0.6949152542372882,59
62.30074324324326,21.919029235839844,0.8974358974358975,39
73.1421739130435,26.712980270385742,0.704225352112676,71
80.73625000000003,20.098134994506836,0.8431372549019608,51
87.99727272727276,52.81308364868164,0.9166666666666666,12
60.34002702702705,26.17086410522461,0.6708860759493671,79
82.03464285714287,23.337034225463867,0.7230769230769231,65
77.1913178294574,23.074462890625,0.7,90
64.85325000000002,19.064674377441406,0.6310679611650486,103
78.40894230769231,11.704052925109863,0.696969696969697,66
95.93928571428573,64.43328094482422,0.9333333333333333,15
49.23945945945947,18.102588653564453,0.7012987012987013,77
63.49966825613082,11.248562812805176,0.43007915567282323,379
102.045,87.51250457763672,1.0,6
92.42000000000002,18.184654235839844,0.631578947368421,95
78.87285714285717,49.92545700073242,1.0,9
69.6309879725086,24.194377899169922,0.5951219512195122,205
95.4632142857143,37.854225158691406,0.782608695652174,23
88.38571428571429,19.905193328857422,0.6779661016949152,59
53.375421052631594,20.933956146240234,0.8192771084337349,83
72.44495689655174,16.386734008789062,0.6277777777777778,180
78.56028571428574,17.2954158782959,0.6183206106870229,131
75.50000000000003,51.00052261352539,0.9090909090909091,11
78.10705882352943,18.771453857421875,0.4957983193277311,357
77.52781732891833,15.583110809326172,0.5454545454545454,154
103.37909090909093,62.94435119628906,1.0,11
86.70500000000001,16.112524032592773,0.7424242424242424,66
92.965,45.398067474365234,0.8787878787878788,33
80.67772727272727,27.526628494262695,0.88,25
72.9868181818182,42.4073371887207,0.8260869565217391,23
87.70826086956524,26.652620315551758,0.726027397260274,73
115.63750000000002,36.86610794067383,0.8,15
71.36238636363638,28.853313446044922,0.9122807017543859,57
76.82043478260871,31.885589599609375,0.8695652173913043,23
50.610000000000014,62.478790283203125,1.0,15
77.33166666666666,36.127685546875,0.8448275862068966,58
89.24350000000001,21.773040771484375,0.7454545454545455,55
65.04833333333336,13.653775215148926,0.5488721804511278,133
118.17500000000001,17.16250228881836,1.0,4
22.37197368421056,30.49510955810547,0.696969696969697,99
83.32166666666669,13.120455741882324,0.686046511627907,86
80.59635572139305,32.08289337158203,0.7323943661971831,71
16.8755263157895,26.995990753173828,0.675,40
68.91640000000002,17.16946029663086,0.6240601503759399,133
53.07812500000003,18.419462203979492,0.6258064516129033,155
58.74900000000001,20.3380126953125,0.5921052631578947,152
74.11852821407795,13.57460880279541,0.5024875621890548,201
77.8839285714286,28.416461944580078,0.8108108108108109,37
50.47625000000002,61.20886993408203,0.9142857142857143,35
61.076919475655444,17.61512565612793,0.532258064516129,186
109.12980769230771,88.40675354003906,0.9285714285714286,14
66.36500000000001,16.353160858154297,0.6390977443609023,133
82.06372324159022,27.755992889404297,0.6964285714285714,112
86.26307692307695,33.59015655517578,0.9285714285714286,28
77.39596694214877,17.80426788330078,0.6615384615384615,130
78.30614864864866,44.70701217651367,0.8421052631578947,38
66.00218637992833,19.864486694335938,0.5705128205128205,156
83.7502663622527,10.504925727844238,0.5064102564102564,156
79.86488176563323,17.059986114501953,0.6153846153846154,182
64.47977409638555,23.733600616455078,0.7023809523809523,84
68.62741071428572,11.599603652954102,0.6379310344827587,116
56.005000000000024,37.44664001464844,0.9230769230769231,39
86.37625000000001,33.323936462402344,0.7755102040816326,49
92.00264367816094,21.19620704650879,0.8387096774193549,31
64.36559691011237,17.696550369262695,0.6344086021505376,93
85.66577235772358,17.899614334106445,0.9069767441860465,43
60.71474358974362,18.134323120117188,0.6792452830188679,106
64.09201923076924,15.611793518066406,0.43043478260869567,460
84.77266823161189,13.278419494628906,0.5405405405405406,148
71.71583333333336,18.004451751708984,0.6044444444444445,225
89.44,24.341495513916016,0.7083333333333334,24
87.99727272727276,23.28639030456543,0.7536231884057971,69
113.10000000000002,54.2425651550293,1.0,9
70.23577464788735,24.575647354125977,0.7468354430379747,79
82.50376623376627,24.719053268432617,0.7228915662650602,83
92.06250000000001,12.379592895507812,0.5294117647058824,17
74.19000000000003,19.052547454833984,0.5918367346938775,147
103.04428571428575,17.98844337463379,0.8666666666666667,15
71.33446428571428,18.855987548828125,0.7794117647058824,68
76.46090909090911,59.195884704589844,0.75,24
69.1602027027027,25.540023803710938,0.8157894736842105,38
84.17956896551725,84.27130889892578,0.8275862068965517,29
70.14470588235295,30.60687255859375,0.75,20
81.83928571428572,59.658287048339844,0.8604651162790697,43
94.60000000000004,21.95123863220215,0.8333333333333334,18
75.20000000000003,22.19765281677246,0.7536231884057971,69
77.28449315068495,23.97395133972168,0.6025641025641025,78
63.71071428571429,83.07703399658203,0.7441860465116279,43
85.13535714285716,31.965808868408203,0.8378378378378378,37
73.19789473684214,17.78199577331543,0.5885714285714285,175
87.40756410256414,21.406038284301758,0.6842105263157895,57
77.78490853658539,17.88206672668457,0.6091954022988506,87
72.14448979591839,16.7685604095459,0.5548387096774193,155
75.44739130434785,24.255767822265625,0.8055555555555556,72
70.32732142857142,16.941957473754883,0.5647058823529412,255
56.249000000000024,31.757219314575195,0.803921568627451,51
64.5176377952756,25.861949920654297,0.6953125,128
90.03152631578949,38.50740432739258,0.75,40
67.75500000000001,126.86202239990234,1.0,12
72.369,22.057321548461914,0.7297297297297297,74
76.60540613232922,15.82378101348877,0.48579545454545453,352
