intensity,readability,perplexity,lex_diversity
1,27.01270163564584,7.704824924468994,0.37168141592920356
2,-62.32028103044493,617.862060546875,0.6281179138321995
3,-48.26542151162786,610.1956787109375,0.41185410334346506
4,-55.55338494865208,671.000244140625,0.4591194968553459
5,35.08493589743594,57.85183334350586,0.5699745547073791
1,29.30098137535822,12.490518569946289,0.4745762711864407
2,43.68469606164385,13.143411636352539,0.43855421686746987
3,38.83725609756101,16.248031616210938,0.4468599033816425
4,14.914099447513848,74.03018188476562,0.5954198473282443
5,29.92554193037978,36.612911224365234,0.49191685912240185
1,1.681174156321049,129.72080993652344,0.4327917282127031
2,5.521005747126452,39.60578918457031,0.45042492917847027
3,-115.68412679022744,326.1804504394531,0.10651860991157722
4,23.027221683240384,34.08080291748047,0.38934426229508196
5,-30.074830917874408,209.08114624023438,0.5856777493606138
1,22.16780032467534,309.9039306640625,0.5822784810126582
2,2.720431034482772,357.8893127441406,0.5706371191135734
3,17.139266862170132,167.38107299804688,0.6814814814814815
4,17.13096089385479,286.7404479980469,0.6490765171503958
5,-26.146428571428544,526.3936767578125,0.46726190476190477
1,28.279616141732305,145.26449584960938,0.5558252427184466
2,15.627759036144596,417.6226806640625,0.5568400770712909
3,-42.54999999999997,518.4010009765625,0.6358885017421603
4,-51.24255485893411,639.688232421875,0.35150375939849626
5,-31.024270386266068,424.5538024902344,0.6331967213114754
1,24.85223708658495,81.01387786865234,0.6555891238670695
2,35.71845183486241,148.19337463378906,0.5160839160839161
3,45.45517319277113,36.1810188293457,0.4936708860759494
4,40.63230252764615,193.57131958007812,0.5739514348785872
5,37.46984678076612,150.6211395263672,0.6400911161731208
1,4.037199443638173,658.9887084960938,0.4478442280945758
2,4.685966183574905,560.0851440429688,0.3044397463002114
3,23.74187034277199,27.907455444335938,0.4795180722891566
4,-18.071428571428555,628.7661743164062,0.3806366047745358
5,-9.667073170731697,819.4293212890625,0.7280701754385965
1,34.1848245614035,53.24068069458008,0.6342412451361867
2,-1.640247410817011,582.958740234375,0.532520325203252
3,17.320833333333354,338.5651550292969,0.7198443579766537
4,26.295956959706984,586.1485595703125,0.6473029045643154
5,-10.989856469580076,464.1429138183594,0.7142857142857143
1,11.122736220472461,47.39527893066406,0.5436893203883495
2,26.366719605695522,107.42639923095703,0.5495750708215298
3,24.864200774336297,21.873308181762695,0.4908616187989556
4,4.878181818181844,286.4208068847656,0.6497326203208557
5,-25.82758165829142,771.6145629882812,0.6348039215686274
1,-31.48494192799069,301.41455078125,0.5487094088259784
2,8.458793893129808,140.125,0.6689895470383276
