intensity,readability,perplexity,lex_diversity
1,24.98294572311923,153.17929077148438,0.3773250664304694
2,24.721988636363676,396.9988708496094,0.6382978723404256
3,17.427381189213094,105.22819519042969,0.48484848484848486
4,47.072737807822335,414.2998046875,0.6578313253012048
5,45.91692223439213,308.3025207519531,0.6358208955223881
1,27.485905435047556,673.0700073242188,0.7012048192771084
2,-28.489687499999974,464.59661865234375,0.7041564792176039
3,72.67509994825569,346.6480407714844,0.3369384359400998
4,40.702205112219474,462.1954040527344,0.6271186440677966
5,46.215691149490766,411.1935119628906,0.6147260273972602
1,9.33441558441561,386.5234069824219,0.6414141414141414
2,49.41158423385983,309.2508544921875,0.6179540709812108
3,36.649466019417474,272.2540588378906,0.5633187772925764
4,7.868582310622088,386.6161193847656,0.6680327868852459
5,58.20401312253955,362.96942138671875,0.4158354114713217
1,3.252516129032273,233.4271240234375,0.7047970479704797
2,44.18850335070738,522.4375,0.7519083969465649
3,38.81996530488337,307.2200622558594,0.06924315619967794
4,34.88645604395606,123.62857818603516,0.6677018633540373
5,71.88742042540353,335.2401123046875,0.4886260236578708
1,-9.368600445875643,376.52142333984375,0.7251908396946565
2,16.69619143961873,19.281494140625,0.34989503149055284
3,-77.34772727272725,518.085205078125,0.7341040462427746
4,10.888611111111146,809.3765258789062,0.7020057306590258
5,32.263317805383025,548.9169311523438,0.5725646123260437
1,91.74961718750001,53.39497756958008,0.11948249619482496
2,42.097368421052664,454.2408447265625,0.7181818181818181
3,40.952915254237325,254.021484375,0.7475728155339806
4,34.676555269922886,516.1495361328125,0.7037815126050421
5,50.91351377952759,101.42237091064453,0.5192629815745393
1,35.51960122699387,601.5653686523438,0.5125223613595706
2,18.863143529411786,448.5103454589844,0.6103225806451613
3,3.996168831168859,938.7343139648438,0.803030303030303
4,93.33284076561948,429.66668701171875,0.11750541777028654
5,39.01078313253012,310.2691345214844,0.6775818639798489
1,31.042948324681475,392.12493896484375,0.5131578947368421
2,25.29068448500655,252.4549560546875,0.6742424242424242
3,14.51912128712874,330.38531494140625,0.684931506849315
4,8.155759641605016,418.0705871582031,0.6186943620178041
5,16.490391752577352,301.84747314453125,0.713855421686747
1,17.152500000000032,718.3621826171875,0.8339350180505415
2,49.54807692307696,262.6096496582031,0.6807817589576547
3,60.8049663332051,309.41400146484375,0.524966261808367
4,41.344141552511445,592.7367553710938,0.713091922005571
5,55.01339303482587,106.17383575439453,0.5918674698795181
1,-3.565576923076918,58.580543518066406,0.665680473372781
2,64.01444090677538,339.5361633300781,0.15251084934903905
3,61.336196679480935,192.1546173095703,0.3649789029535865
4,46.35189987163034,251.28912353515625,0.6539379474940334
5,42.73518287544246,355.0894775390625,0.6072351421188631
1,33.35901738290684,414.13604736328125,0.6719367588932806
2,57.16418466961949,379.6899108886719,0.45434543454345433
3,37.53027677929549,20.955169677734375,0.628482972136223
4,66.82760914760917,550.952392578125,0.6388888888888888
5,36.89860760971058,459.201416015625,0.5529411764705883
1,42.29898148148149,20.468698501586914,0.5428571428571428
2,48.98151542649728,20.98704719543457,0.47023809523809523
3,64.10077986725665,246.72799682617188,0.647887323943662
4,64.85140507124896,158.6511993408203,0.3249329758713137
5,51.43333333333334,56.62417984008789,0.5242165242165242
1,28.16025598086128,51.1611213684082,0.6176470588235294
2,24.020588235294127,23.818523406982422,0.544
3,66.22846153846156,32.261024475097656,0.5578512396694215
4,49.44103325643985,215.1471405029297,0.627906976744186
5,75.71063198458576,349.7156982421875,0.32754342431761785
1,55.84131779984722,332.2753601074219,0.7598566308243727
2,62.32038166070103,100.940673828125,0.24299952539155198
3,20.298741258741302,239.23733520507812,0.7383720930232558
4,53.6833344370861,20.17998695373535,0.6022099447513812
5,85.07343580941664,389.3164978027344,0.13292276109828072
1,11.154033371691611,352.91143798828125,0.6840659340659341
2,0.5183653846154073,310.433837890625,0.6739606126914661
3,24.3039285714286,45.154258728027344,0.6143667296786389
4,22.016826415094386,519.1846923828125,0.6812749003984063
5,38.86763354037268,256.6612548828125,0.6544117647058824
1,49.04528708133972,22.380613327026367,0.5789473684210527
2,49.478125000000006,22.55305290222168,0.5574324324324325
3,45.753961820851714,37.55333709716797,0.5650557620817844
4,47.002175707547195,44.61600112915039,0.5846645367412141
5,38.27240566037736,575.5780029296875,0.7533039647577092
1,56.14446758481694,259.9187316894531,0.45364238410596025
2,63.45884032114185,497.2029113769531,0.6215538847117794
3,45.733265573770495,392.5486755371094,0.6418439716312057
4,71.4612282485876,157.66281127929688,0.3923404255319149
5,69.6749404761905,498.554931640625,0.6174757281553398
1,87.96699248120302,250.14598083496094,0.3338473400154202
2,14.867500000000035,329.106689453125,0.717391304347826
3,101.04472589488321,328.7307434082031,0.11444991789819375
4,61.52364864864866,343.48394775390625,0.588469184890656
5,53.35432692307694,449.7840270996094,0.6345514950166113
1,46.953197115384626,575.9755859375,0.6861702127659575
2,53.634506880733966,332.7226257324219,0.6453488372093024
3,68.99614900959675,329.92169189453125,0.4119205298013245
4,52.59766666666668,347.58056640625,0.6790393013100436
5,68.01464065708421,455.5622863769531,0.614065180102916
1,32.752027027027054,61.550193786621094,0.6028985507246377
2,39.66232005141393,239.27658081054688,0.6521739130434783
3,71.76132684321603,295.7332458496094,0.1027882797731569
4,59.969086034205816,294.6901550292969,0.4773662551440329
5,94.87407533368152,240.0522003173828,0.1079291508028472
1,-1.0598115942028699,401.3067932128906,0.6255813953488372
2,-7.872739244951703,233.66465759277344,0.7162162162162162
3,36.47955223880598,436.7423095703125,0.6340425531914894
4,-9.015250383239618,241.95594787597656,0.722707423580786
5,37.91003128509547,359.5869140625,0.6174603174603175
1,0.7385040650406438,202.16610717773438,0.6902173913043478
2,43.992982351650426,487.4505920410156,0.42329545454545453
3,48.26000000000002,452.0987548828125,0.532
4,-2.9484615384615154,165.16650390625,0.6780185758513931
5,31.34227272727273,698.561767578125,0.7428571428571429
1,2.3678431124065753,413.9875793457031,0.6207865168539326
2,28.661805069930097,368.4148864746094,0.6844919786096256
3,84.4368332836614,502.5411071777344,0.1785458452722063
4,58.72226190476195,622.3853149414062,0.4433713784021071
5,28.527363977485948,571.1356201171875,0.6477732793522267
1,21.79574303405576,41.73833465576172,0.6177606177606177
2,29.3081441590721,194.68136596679688,0.6009615384615384
3,55.48308527152787,387.3355712890625,0.10152600436001245
4,36.57234883720932,39.862422943115234,0.5641891891891891
5,24.569714434060245,221.17999267578125,0.7023809523809523
1,72.32543054634195,507.6158142089844,0.16780572924240222
2,43.744922387030016,150.7642059326172,0.6240875912408759
3,-9.274545454545432,24.535531997680664,0.6645569620253164
4,74.60175980861246,372.8757019042969,0.44567404426559354
5,54.07882882882885,214.9394989013672,0.7744360902255639
1,45.08520871143378,236.7200927734375,0.6666666666666666
2,80.84599151643692,389.2645263671875,0.09033970276008492
3,49.20475936242653,466.2235412597656,0.6886792452830188
4,74.89504036908882,509.12554931640625,0.6454293628808865
5,66.23902173913048,267.2921447753906,0.4337221633085896
1,84.74396076702668,195.53543090820312,0.09015768056968464
2,33.425890439932346,391.0809326171875,0.6585365853658537
3,64.41402500000002,460.5752868652344,0.5507936507936508
4,62.90856793145656,264.280517578125,0.46293888166449937
5,54.966380724538624,658.6506958007812,0.648854961832061
1,67.56879679144387,226.3333740234375,0.5028702640642939
2,13.477327044025202,326.57342529296875,0.7485380116959064
3,88.14417300033473,345.9007263183594,0.17643923240938167
4,53.32753242434322,427.5014343261719,0.6955074875207987
5,56.79801600441502,188.41949462890625,0.5338541666666666
1,73.29037051953283,337.6750183105469,0.3502626970227671
2,41.16996376811596,290.1562805175781,0.6567164179104478
3,36.66433566433568,467.4403076171875,0.6844919786096256
4,51.01327067669172,455.69805908203125,0.6894117647058824
5,96.34193089667484,253.69126892089844,0.1370665798469803
1,25.08991925465841,61.68484878540039,0.46296296296296297
2,45.7050660634784,62.519500732421875,0.44243421052631576
3,26.809101049868787,478.1717834472656,0.6568627450980392
4,42.28616707616712,21.049049377441406,0.5127659574468085
5,24.627832326283993,198.3400115966797,0.6024390243902439
1,21.714880382775164,502.94122314453125,0.5577156743620899
2,7.001390101892326,361.94036865234375,0.7058823529411765
3,10.062809734513309,417.0638732910156,0.6756756756756757
4,26.262840822543808,502.40478515625,0.727810650887574
5,8.118176795580126,332.2251281738281,0.7028985507246377
1,23.510923737916244,334.9946594238281,0.4721254355400697
2,27.123928571428593,233.0240936279297,0.6093489148580968
3,21.447481419987355,297.54437255859375,0.5956112852664577
4,19.73806975476839,365.8866882324219,0.6583850931677019
5,54.73746420562364,718.7939453125,0.6853658536585366
1,67.43827810650889,276.2333068847656,0.4391575663026521
2,68.46079473985137,287.5379943847656,0.5424929178470255
3,59.55073338426283,327.44537353515625,0.6003649635036497
4,67.36097232472326,194.27890014648438,0.4783526927138332
5,66.23070927835053,350.7529602050781,0.6594594594594595
