intensity,readability,perplexity,lex_diversity,readability_label,lex_diversity_label,perplexity_label
1,30.49532563283364,168.2598114013672,0.6375321336760925,bad,good,good
2,7.193893772893773,340.3550720214844,0.6071428571428571,bad,good,good
3,14.430168000397655,367.1359252929688,0.5955204216073782,bad,good,good
4,39.95676748893703,345.9076538085937,0.4969325153374233,good,bad,good
5,32.92486454652533,152.65261840820312,0.5954415954415955,bad,good,good
1,68.99919354838711,310.6784973144531,0.397037037037037,good,bad,good
2,46.66233333333335,326.9080810546875,0.5487465181058496,good,good,good
3,47.30092944785278,311.1634521484375,0.5697115384615384,good,good,good
4,40.03775563909775,351.1802062988281,0.4543325526932084,good,bad,good
5,13.871617647058828,188.0304107666016,0.6761904761904762,bad,good,good
1,54.90976577122101,385.650390625,0.2185602775368603,good,bad,good
2,58.34325989208634,539.4022216796875,0.5486284289276808,good,good,bad
3,37.55622727272728,44.50716781616211,0.581081081081081,good,good,good
4,45.41145327669906,650.42333984375,0.6721763085399449,good,good,bad
5,101.43282348541511,266.6862487792969,0.078547938274728,good,bad,good
1,83.98405350479344,472.2003784179688,0.2538787023977433,good,bad,bad
2,54.302688254454864,363.3982238769531,0.6649350649350649,good,good,good
3,57.766414656771815,442.6370239257813,0.675,good,good,bad
4,66.43146198830411,552.744873046875,0.7391304347826086,good,good,bad
5,74.81851952838527,217.4404754638672,0.380859375,good,bad,good
1,41.27657984420645,411.1695861816406,0.5816733067729084,good,good,bad
2,70.6708488372093,291.9794616699219,0.3523131672597864,good,bad,good
3,50.0193822674419,301.5975646972656,0.6432291666666666,good,good,good
4,46.672500000000014,296.6191711425781,0.6081504702194357,good,good,good
5,66.0602781289507,304.8055725097656,0.4921671018276762,good,bad,good
1,40.72035714285718,26.497249603271484,0.5088757396449705,good,good,good
2,19.19347323600977,277.60089111328125,0.587737843551797,bad,good,good
3,3.6400793650794014,387.367919921875,0.73125,bad,good,good
4,52.91846153846157,20.202333450317383,0.4774436090225564,good,bad,good
5,6.3210563380282,490.7401428222656,0.7392638036809815,bad,good,bad
1,21.609281170483484,110.71773529052734,0.6563573883161512,bad,good,good
2,52.54002272727277,353.1395263671875,0.6027713625866051,good,good,good
3,36.00885247975711,165.08642578125,0.6979166666666666,bad,good,good
4,54.77000000000004,239.39126586914065,0.5229885057471264,good,good,good
5,48.618800588668165,294.2255554199219,0.7526315789473684,good,good,good
1,8.66252702702704,345.7264404296875,0.5848670756646217,bad,good,good
2,40.97569023569025,27.640544891357425,0.5241635687732342,good,good,good
3,57.48666114333059,74.04109191894531,0.5609756097560976,good,good,good
4,93.07263589558956,262.593505859375,0.0757064529734289,good,bad,good
5,43.14179867143588,426.5981140136719,0.5684575389948007,good,good,bad
1,27.23691836734696,56.15320587158203,0.5451895043731778,bad,good,good
2,31.050706199930342,43.22684097290039,0.5208333333333334,bad,good,good
3,36.1698200757576,28.1743106842041,0.5325443786982249,bad,good,good
4,43.95377622377623,563.864013671875,0.6636029411764706,good,good,bad
5,19.005714285714305,119.52202606201172,0.6693548387096774,bad,good,good
1,77.60291666666669,27.39559936523437,0.6392405063291139,good,good,good
2,24.13717495636999,118.6757354736328,0.6905829596412556,bad,good,good
3,68.01407523510973,27.44464874267578,0.601123595505618,good,good,good
4,65.29948150394179,296.0601806640625,0.5386221294363257,good,good,good
5,-24.48999999999998,594.2255859375,0.8307692307692308,bad,good,bad
1,47.65513416320886,15.551658630371094,0.4963768115942029,good,bad,good
2,39.39079136690648,24.457393646240234,0.5202492211838006,good,good,good
3,43.96022727272728,18.43022918701172,0.5081967213114754,good,good,good
4,83.41127848101267,11.0772705078125,0.0783592644978783,good,bad,good
5,71.79344319849089,42.63317108154297,0.1038351160970519,good,bad,good
1,15.463027092557468,511.2849426269531,0.6540362438220758,bad,good,bad
2,4.3869899665552055,548.4698486328125,0.7207977207977208,bad,good,bad
3,30.289334019638915,37.39109420776367,0.6308139534883721,bad,good,good
4,41.905300957592345,16.812835693359375,0.4631901840490797,good,bad,good
5,23.95300000000003,22.21255111694336,0.5787878787878787,bad,good,good
1,58.41451612903228,23.719402313232425,0.572289156626506,good,good,good
2,49.57667547918044,19.138256072998047,0.5192307692307693,good,good,good
