intensity,readability,perplexity,lex_diversity,readability_label,lex_diversity_label,perplexity_label
1,18.71931818181821,396.5139770507813,0.5851449275362319,bad,good,good
2,33.94051063214235,431.25579833984375,0.4726651480637813,bad,bad,bad
3,22.436339869281056,425.7009887695313,0.6716417910447762,bad,good,bad
4,14.522766749379684,387.9061584472656,0.6912181303116147,bad,good,good
5,43.12142022382889,509.0730895996094,0.6397748592870544,good,good,bad
1,24.06985336254849,343.9463195800781,0.4873949579831932,bad,bad,good
2,47.253397129186624,374.18017578125,0.5714285714285714,good,good,good
3,34.33313705838137,206.6903076171875,0.5800524934383202,bad,good,good
4,92.60140700636946,191.198486328125,0.0672058823529411,good,bad,good
5,19.76348837209304,341.64337158203125,0.6437246963562753,bad,good,good
1,32.8562387079113,423.4361572265625,0.6934984520123839,bad,good,bad
2,48.002383292383314,36.55982208251953,0.5625,good,good,good
3,76.07459630200309,127.40367889404295,0.0829694323144104,good,bad,good
4,49.65836092715236,429.8595275878906,0.6530054644808743,good,good,bad
5,39.147345045400726,442.295654296875,0.6186666666666667,good,good,bad
1,27.92380232558142,578.9325561523438,0.5750577367205543,bad,good,bad
2,46.49246338010832,327.6731262207031,0.5299479166666666,good,good,good
3,50.97764952681391,374.0824279785156,0.447096260938743,good,bad,good
4,58.49015583097776,322.2308044433594,0.5773524720893142,good,good,good
5,10.86847764088526,378.2754821777344,0.6405109489051095,bad,good,good
1,31.24026140155729,356.88946533203125,0.5138686131386861,bad,good,good
2,73.97315598527364,204.5177764892578,0.2271021021021021,good,bad,good
3,36.84975741839767,515.7362060546875,0.5009310986964618,good,good,bad
4,42.55508730533271,48.266239166259766,0.5794392523364486,good,good,good
5,13.831727509778377,307.8616638183594,0.6464968152866242,bad,good,good
1,30.121993392070493,30.52549362182617,0.5875486381322957,bad,good,good
2,3.016568627451022,82.15016174316406,0.706140350877193,bad,good,good
3,40.16002531645572,27.382198333740234,0.5582191780821918,good,good,good
4,21.625066960352427,102.413330078125,0.5607985480943739,bad,good,good
5,32.4834975165563,373.87591552734375,0.6911764705882353,bad,good,good
1,-4.538749999999993,278.9329528808594,0.6834862385321101,bad,good,good
2,38.7788111888112,16.79920768737793,0.5428571428571428,good,good,good
3,48.19970792911656,281.0269775390625,0.4556603773584906,good,bad,good
4,19.885730492529063,65.61770629882812,0.5723076923076923,bad,good,good
5,30.148243944636704,409.1570739746094,0.6318681318681318,bad,good,good
1,20.84693396226416,179.34365844726562,0.6917098445595855,bad,good,good
2,4.703337856173704,510.3084716796875,0.6991869918699187,bad,good,bad
3,33.84904977375567,110.46682739257812,0.5405982905982906,bad,good,good
4,42.28892619680852,428.1013793945313,0.4291907514450867,good,bad,bad
5,67.84647368421055,500.5241394042969,0.4120715350223547,good,bad,bad
1,58.84234234234236,19.53278350830078,0.5664739884393064,good,good,good
2,44.45476149548776,14.965568542480469,0.4883720930232558,good,bad,good
3,26.76638242894057,230.2031097412109,0.6568265682656826,bad,good,good
4,34.8040336134454,77.98773956298828,0.5883777239709443,good,good,good
5,39.53928571428571,366.4837036132813,0.6359447004608295,good,good,good
1,14.730670811518335,424.621826171875,0.728110599078341,bad,good,bad
2,15.523340568699808,41.593875885009766,0.6528662420382165,bad,good,good
3,33.18906016442452,23.91195678710937,0.5775193798449613,bad,good,good
4,38.58861144578316,48.44693756103516,0.5950704225352113,good,good,good
5,29.46546783625732,26.724763870239254,0.4691358024691358,bad,bad,good
1,37.22024384112623,260.8111267089844,0.2976006191950464,good,bad,good
2,-3.0448772886637983,187.37579345703125,0.64376130198915,bad,good,good
3,-9.28757973733579,291.2412414550781,0.7216748768472906,bad,good,good
4,0.6528065693430847,265.3380432128906,0.6666666666666666,bad,good,good
