intensity,readability,perplexity,lex_diversity,readability_label,lex_diversity_label,perplexity_label
1,33.663211388708646,225.8970184326172,0.1049057649667405,bad,bad,good
2,-5.131633554083862,384.7993774414063,0.5074946466809421,bad,bad,bad
3,22.27878928571431,305.0459289550781,0.4559505409582689,bad,bad,good
4,54.58146336044084,395.9292297363281,0.4310344827586206,good,bad,bad
5,38.30302486750921,44.96075439453125,0.5665399239543726,good,good,good
1,-13.753303303303284,196.7501678466797,0.743202416918429,bad,good,good
2,40.8192395564478,385.5421142578125,0.52,good,good,bad
3,-39.53651098901096,362.1440734863281,0.7692307692307693,bad,good,good
4,-0.2668910256410015,479.7034912109375,0.745945945945946,bad,good,bad
5,-10.93160405156533,412.17523193359375,0.7443609022556391,bad,good,bad
1,34.50319767441863,29.6545352935791,0.6432160804020101,bad,good,good
2,35.16641025641027,21.00686264038086,0.5674418604651162,bad,good,good
3,28.157500000000027,25.76562118530273,0.5655430711610487,bad,good,good
4,52.70271998963887,297.4149780273437,0.4029947916666667,good,bad,good
5,21.268636223862277,31.37845230102539,0.6686390532544378,bad,good,good
1,58.986249999999984,51.1124267578125,0.485042735042735,good,bad,good
2,33.636778846153874,44.59779739379883,0.5866666666666667,bad,good,good
3,24.57545977011497,40.32435607910156,0.6269230769230769,bad,good,good
4,44.26366666666669,42.22726440429688,0.5714285714285714,good,good,good
5,95.50988270153788,325.143310546875,0.0951753860888303,good,bad,good
1,19.93333333333337,30.95240020751953,0.6360544217687075,bad,good,good
2,66.38290754257909,220.50897216796875,0.3438343834383438,good,bad,good
3,16.755350162866478,493.9779052734375,0.6949602122015915,bad,good,bad
4,45.14626236833706,183.9122009277344,0.6476868327402135,good,good,good
5,38.75476027397264,36.94927978515625,0.5454545454545454,good,good,good
1,-2.504464285714249,342.49676513671875,0.6640926640926641,bad,good,good
2,51.01640625000002,436.89788818359375,0.4638242894056847,good,bad,bad
3,62.75826223776227,25.389516830444336,0.6033519553072626,good,good,good
4,52.91583333333335,19.20917510986328,0.5093167701863354,good,bad,good
5,60.79144089410397,372.7900085449219,0.0934001865671641,good,bad,good
1,36.68489159489161,24.390079498291016,0.5307443365695793,good,good,good
2,49.0264314691394,266.4207458496094,0.1389887371195782,good,bad,good
3,29.46785714285716,136.7210235595703,0.6509433962264151,bad,good,good
4,10.007441176470593,252.73825073242188,0.6985138004246284,bad,good,good
5,19.43549960348932,98.59693145751952,0.7155555555555555,bad,good,good
1,43.99990611909038,490.5801086425781,0.579172610556348,good,good,bad
2,23.43178321678323,45.422630310058594,0.536741214057508,bad,good,good
3,44.7462605042017,583.6045532226562,0.7424749163879598,good,good,bad
4,25.976789151356087,55.10734939575195,0.696969696969697,bad,good,good
5,55.00542717086836,385.9640502929688,0.6041666666666666,good,good,bad
1,20.90912997903567,187.00804138183597,0.6958174904942965,bad,good,good
2,35.918823677581855,534.9017333984375,0.5850713501646543,good,good,bad
3,28.15153409090911,346.2398376464844,0.5970873786407767,bad,good,good
4,86.78626174628748,349.228759765625,0.1018703241895261,good,bad,good
5,39.06113053613055,510.8718566894531,0.5947556615017878,good,good,bad
1,40.68771171171173,26.107341766357425,0.514018691588785,good,good,good
2,15.417899449035843,32.00732421875,0.6346863468634686,bad,good,good
3,29.255909090909118,140.00071716308594,0.6625,bad,good,good
4,16.215804347826094,31.35711669921875,0.54296875,bad,good,good
5,27.79254545454546,347.231689453125,0.6942857142857143,bad,good,good
1,16.61202330508476,503.2674865722656,0.6838235294117647,bad,good,bad
2,13.311215686274522,347.4900817871094,0.6639004149377593,bad,good,good
3,30.38612795633719,446.7178955078125,0.6636771300448431,bad,good,bad
4,10.787470631424384,458.7667846679688,0.7069306930693069,bad,good,bad
5,64.2042078673196,376.23193359375,0.1357843855280504,good,bad,good
1,20.58843470483009,402.8467102050781,0.6800847457627118,bad,good,bad
2,19.023069852941205,425.4477233886719,0.6200378071833649,bad,good,bad
3,48.30658914728684,372.5549011230469,0.6859903381642513,good,good,good
4,-5.373168604651113,342.58758544921875,0.6839729119638827,bad,good,good
5,56.15620926702974,553.2113647460938,0.2861660079051383,good,bad,bad
1,38.99193333333335,27.21580696105957,0.535593220338983,good,good,good
2,41.04813620071684,29.92188262939453,0.54421768707483,good,good,good
3,50.95944444444447,15.078224182128906,0.4756756756756757,good,bad,good
4,46.44206417112301,24.81822204589844,0.5364431486880467,good,good,good
5,56.27849773242633,25.388263702392575,0.5680272108843537,good,good,good
1,63.1856880058867,24.80495834350586,0.5819209039548022,good,good,good
2,56.24926445242372,134.2599639892578,0.3497630331753554,good,bad,good
3,61.89827868852461,17.454116821289062,0.5016393442622951,good,bad,good
4,63.253505154639214,29.24221611022949,0.5422222222222223,good,good,good
5,47.8268642611684,27.46499252319336,0.5789473684210527,good,good,good
1,6.054981084489299,133.07444763183594,0.6465753424657534,bad,good,good
2,-16.949865900383116,224.3079071044922,0.6973293768545994,bad,good,good
3,3.6262467532467895,202.9049072265625,0.7073170731707317,bad,good,good
4,8.304884990706341,300.8727722167969,0.7275541795665634,bad,good,good
5,-0.9959701965757404,261.218505859375,0.6536697247706422,bad,good,good
1,39.181807909604544,288.6836242675781,0.6350210970464135,good,good,good
2,8.398924418604679,926.184814453125,0.7494089834515366,bad,good,bad
3,41.67364552964045,372.6565246582031,0.5808917197452229,good,good,good
4,5.143657838224783,352.8675231933594,0.6814988290398126,bad,good,good
5,55.88191369606005,20.974761962890625,0.5,good,bad,good
1,31.36704106280197,253.36231994628903,0.651270207852194,bad,good,good
2,53.43489343192695,319.2590026855469,0.6411483253588517,good,good,good
3,46.05308270676693,429.0680236816406,0.6585365853658537,good,good,bad
4,81.22131542349312,295.4195251464844,0.10181036027962,good,bad,good
5,60.68407213368221,266.59521484375,0.3274238227146814,good,bad,good
1,55.50673967853768,430.12689208984375,0.6283422459893048,good,good,bad
2,79.08274725634729,228.98275756835935,0.1320602039164913,good,bad,good
3,57.1435287267081,482.9197998046875,0.634862385321101,good,good,bad
4,39.23826271186442,469.1494445800781,0.7005208333333334,good,good,bad
5,36.927457111234105,306.0539855957031,0.7115384615384616,good,good,good
1,2.5377927927928,292.6170959472656,0.7100737100737101,bad,good,good
2,4.387908961593183,229.39727783203125,0.5951219512195122,bad,good,good
3,3.057817258883261,260.6396789550781,0.7668161434977578,bad,good,good
4,41.39318708929261,313.79254150390625,0.3658275307980718,good,bad,good
5,-13.839195464362833,252.9410400390625,0.6660194174757281,bad,good,good
1,73.70698767334363,141.68045043945312,0.5181159420289855,good,good,good
2,72.79932126696832,260.8839111328125,0.4796380090497738,good,bad,good
3,66.61236842105265,111.9876480102539,0.5049261083743842,good,bad,good
4,61.12304093567255,336.6022644042969,0.601063829787234,good,good,good
5,30.901005747126447,227.67808532714844,0.6871165644171779,bad,good,good
1,45.49097238204834,434.8572998046875,0.171387421987518,good,bad,bad
2,8.676653746770057,306.9724426269531,0.5193236714975845,bad,good,good
3,11.592351351351368,426.59283447265625,0.6890756302521008,bad,good,bad
4,19.57750000000001,437.33685302734375,0.6304347826086957,bad,good,bad
5,20.155000000000054,361.7336730957031,0.6466666666666666,bad,good,good
1,40.42050267379682,441.1233215332031,0.6633266533066132,good,good,bad
2,51.07232211138822,230.7088165283203,0.6118067978533095,good,good,good
3,51.39477272727274,367.7212829589844,0.5445783132530121,good,good,good
4,42.67619060378706,333.97802734375,0.7394957983193278,good,good,good
5,54.42348421052634,95.38309478759766,0.6312217194570136,good,good,good
1,71.47548956985138,231.66281127929688,0.1235811350919264,good,bad,good
2,-1.9541176470588084,188.5101623535156,0.6451612903225806,bad,good,good
3,55.251656976744215,22.51961708068848,0.5922330097087378,good,good,good
4,67.29084202682566,17.102069854736328,0.593103448275862,good,good,good
5,69.83384823268759,201.90782165527344,0.1769979508196721,good,bad,good
1,30.43283128834358,261.6145324707031,0.5088,bad,bad,good
2,27.15106032906766,249.32334899902344,0.5477611940298508,bad,good,good
3,45.49333333333334,71.505126953125,0.3576732673267326,good,bad,good
4,26.27135820354948,487.4461975097656,0.6966666666666667,bad,good,bad
5,20.760790110650102,23.434144973754883,0.5666666666666667,bad,good,good
1,-4.842448244824453,227.9643402099609,0.704225352112676,bad,good,good
2,-0.0237096774193332,256.5447692871094,0.7085308056872038,bad,good,good
3,6.725623414764414,368.4705810546875,0.5880077369439072,bad,good,good
4,16.908062200956948,79.49732208251953,0.594272076372315,bad,good,good
5,-4.807346238666952,286.318115234375,0.7214285714285714,bad,good,good
1,23.91218535469108,207.5817108154297,0.7174311926605504,bad,good,good
2,29.91011627906977,430.3946228027344,0.7186700767263428,bad,good,bad
3,40.59809617918313,363.6903076171875,0.6744186046511628,good,good,good
4,50.638199217050925,422.8764343261719,0.745,good,good,bad
5,66.73333333333335,524.9383544921875,0.4420233463035019,good,bad,bad
1,-4.274357142857127,350.93231201171875,0.6790450928381963,bad,good,good
2,72.85049048142875,463.2527465820313,0.1554307116104868,good,bad,bad
3,50.88263825469306,367.4513549804688,0.4522388059701492,good,bad,good
4,20.42161290322582,662.1489868164062,0.75,bad,good,bad
5,55.68893805309736,180.27935791015625,0.320855614973262,good,bad,good
1,62.585389610389626,344.3925170898437,0.5096463022508039,good,bad,good
2,45.8718526924512,355.5511474609375,0.632279534109817,good,good,good
3,92.67421328671333,247.7257843017578,0.1187150837988826,good,bad,good
4,61.2775,398.09759521484375,0.5891608391608392,good,good,bad
5,-16.377427582437576,641.281494140625,0.7583025830258303,bad,good,bad
1,99.50371041048362,355.34521484375,0.1123729037369602,good,bad,good
2,84.57561929215824,323.6769714355469,0.1212121212121212,good,bad,good
3,76.82947635516128,411.5157775878906,0.3992146596858639,good,bad,bad
4,61.2608823529412,412.708984375,0.6584821428571429,good,good,bad
5,76.32582866043614,473.3462829589844,0.601113172541744,good,good,bad
