intensity,readability,perplexity,lex_diversity
1,0.433928571428595,26.500858306884766,0.5573333333333333
2,-38.07164285714282,242.88580322265625,0.28475551294343243
3,6.178593750000019,570.5487670898438,0.34561626429479037
4,-42.7402631578947,180.6787567138672,0.6864864864864865
5,-16.590737704918013,604.3199462890625,0.583554376657825
1,-14.31915499999998,354.1214294433594,0.40688575899843504
2,3.954816176470615,120.92134094238281,0.6749116607773852
3,30.667681415929223,33.44170379638672,0.48533333333333334
4,-74.1351360089186,716.3898315429688,0.3475061324611611
5,-45.10575725131396,666.8549194335938,0.3526927138331573
1,-81.66511104192611,264.1653747558594,0.2964244521337947
2,-1.8616239316239103,365.8900146484375,0.3654390934844193
3,31.59129026240521,256.660400390625,0.23929961089494164
4,-25.42161616161613,397.93951416015625,0.40615835777126097
5,15.155130541871927,38.754608154296875,0.3510848126232742
1,-26.66936234598053,305.2745056152344,0.18484992853739876
2,34.70124019750219,275.16412353515625,0.5584795321637427
3,38.66143168604654,39.627384185791016,0.4821002386634845
4,-34.25646236116822,525.437255859375,0.29070631970260224
5,45.267998272884284,30.833969116210938,0.4867469879518072
1,14.089436962750739,231.62924194335938,0.613941018766756
2,39.97960784313727,19.318416595458984,0.44385026737967914
3,-45.764816513761446,382.94805908203125,0.35379464285714285
4,22.879060975609775,110.03437042236328,0.3780332056194125
5,19.274285714285753,90.69075012207031,0.6051873198847262
1,-2.5344144414870584,373.10638427734375,0.3330721003134796
2,-8.547808544303777,455.4784240722656,0.34599728629579374
3,10.93937759336103,256.68157958984375,0.6660039761431411
4,50.70936941410133,15.652641296386719,0.4772727272727273
5,-8.375253733876434,236.31565856933594,0.5722433460076045
1,6.083804286520035,481.90948486328125,0.672289156626506
2,11.879899117276182,38.290584564208984,0.5935672514619883
3,17.18318181818185,38.717315673828125,0.5613079019073569
4,-20.314149484536074,978.575927734375,0.7335526315789473
5,-4.811393596986818,382.31292724609375,0.690625
1,-25.473872752420448,544.0625,0.6277665995975855
2,15.248112676056337,549.4432983398438,0.6866666666666666
3,8.106015452538642,373.2823791503906,0.3409090909090909
4,-159.04348374439456,818.8340454101562,0.19764590485532124
5,-10.363035714285672,394.9334716796875,0.6495726495726496
1,16.116589129433464,32.01456069946289,0.48360655737704916
2,-21.227155731795207,644.493896484375,0.12318747593994611
3,-31.296866460193087,409.5090026855469,0.5076045627376425
4,-11.238765822784814,263.02044677734375,0.6508313539192399
5,15.401952380952395,21.448455810546875,0.5396419437340153
1,28.403709677419386,22.9169864654541,0.5323741007194245
2,19.66106796116506,403.4645690917969,0.6625766871165644
3,26.61491171003719,431.5106506347656,0.40838323353293415
4,-38.000688775510184,523.2472534179688,0.662109375
5,-44.66333354402374,835.8290405273438,0.4963621665319321
1,15.363527397260299,513.2999877929688,0.7450980392156863
2,-73.53058823529408,472.55133056640625,0.580829756795422
3,-37.309999999999974,630.7249145507812,0.7168949771689498
4,9.90511326860846,297.619140625,0.7203647416413373
5,-17.320668896321052,435.5691223144531,0.7672955974842768
1,-74.835476635514,765.8274536132812,0.40577507598784196
2,-43.61109421364981,595.6056518554688,0.6608695652173913
3,-67.22040101371493,1020.9737548828125,0.4868189806678383
4,-5.085137931034467,406.03533935546875,0.6486486486486487
5,-200.67767857142852,923.3031616210938,0.45353982300884954
1,-34.94851764705879,406.7249755859375,0.33161953727506427
2,-26.16542349726774,466.77099609375,0.6750788643533123
3,35.60000000000002,39.87154769897461,0.5273311897106109
4,-2.8635642989786163,116.37539672851562,0.6113989637305699
5,0.7309247787610502,107.33116149902344,0.5730027548209367
1,26.738706293706315,65.17633056640625,0.5679347826086957
2,30.052904020683854,394.44171142578125,0.1412685337726524
3,-56.0277413394919,635.473876953125,0.4436936936936937
4,-3.927090909090907,321.7626647949219,0.585480093676815
5,17.153009516256958,148.32464599609375,0.5563549160671463
1,12.723130295397311,528.746337890625,0.657074340527578
2,16.78951418629555,467.7366027832031,0.5266393442622951
3,25.535479368932073,328.435546875,0.7177914110429447
4,-34.29208154506438,338.24468994140625,0.6887966804979253
5,19.77559111880049,1098.9935302734375,0.7697368421052632
1,23.501509324009362,27.009897232055664,0.559375
2,18.581428571428603,46.311798095703125,0.5584415584415584
3,-1.1368639053254128,443.74395751953125,0.7158774373259053
4,0.6634478935698951,200.63807678222656,0.6742209631728046
5,28.555164473684215,47.380470275878906,0.5605263157894737
1,-63.16742413849417,621.6097412109375,0.1751930501930502
2,-26.71320187165773,321.7124938964844,0.5316901408450704
3,-33.33645234483126,516.4760131835938,0.16761363636363635
4,3.9910294117647425,677.8458862304688,0.3261538461538461
5,-25.134500838926158,410.1597595214844,0.7053763440860215
1,-1.9524324324324027,449.1697692871094,0.6752136752136753
2,-11.452551020408123,482.11724853515625,0.6769596199524941
3,7.929477611940314,450.84906005859375,0.7735191637630662
4,33.31852505292875,36.71277618408203,0.5631868131868132
5,-1.3170909090908935,379.3283386230469,0.6433333333333333
1,41.1676034768212,13.626513481140137,0.5174418604651163
2,34.911111940298525,21.377599716186523,0.5991189427312775
3,33.67717492260064,15.000265121459961,0.5
4,21.101818181818203,131.2283935546875,0.6175710594315246
5,-139.96912192513366,66.96437072753906,0.1553153153153153
1,42.180000000000035,10.298994064331055,0.4631043256997455
2,21.77620169851383,26.758039474487305,0.5590778097982709
3,38.4064094887149,22.229408264160156,0.5466666666666666
4,42.32375000000002,418.75152587890625,0.4808743169398907
5,40.47301163362283,12.425544738769531,0.5
1,15.984063260340662,420.48809814453125,0.45390070921985815
2,26.47963698417624,24.89797019958496,0.4924924924924925
3,20.709027149321287,52.26789093017578,0.5333333333333333
4,1.420933120048801,431.2660827636719,0.5025906735751295
5,25.06864406779664,535.8033447265625,0.324736225087925
